year,month,precip,tmax,tmin,tmed,PET,BAL,SPEI1,SPEI3,SPEI6,SPEI9,SPEI12,SPEI24,year_cont
1957,1,11.4,21.656666666666666,6.086666666666667,13.871666666666666,91.73006824448326,-80.33006824448326,-2.35254967114614,NA,NA,NA,NA,NA,1957
1957,2,4.1,23.635714285714286,5.017857142857143,14.326785714285714,79.34362360314601,-75.24362360314602,-2.317730226536203,NA,NA,NA,NA,NA,1957.0833333333333
1957,3,2.8,20.906451612903226,5.119354838709677,13.01290322580645,72.7752500160774,-69.9752500160774,-1.8655236990521495,-2.8903001728023225,NA,NA,NA,NA,1957.1666666666667
1957,4,11.7,15.24,-0.3333333333333333,7.453333333333333,36.56510087632993,-24.86510087632993,-0.010564493210475876,-1.9734894777089955,NA,NA,NA,NA,1957.25
1957,5,158.1,10.929032258064517,1.0466666666666666,5.987849462365592,27.2980297363309,130.8019702636691,2.366885544182852,0.886656367236313,NA,NA,NA,NA,1957.3333333333333
1957,6,70.1,7.833333333333333,-2.0433333333333334,2.8949999999999996,12.307470139305527,57.792529860694465,1.8256926833973592,2.0229994498842596,-0.8602837744395043,NA,NA,NA,1957.4166666666667
1957,7,147.2,5.887096774193548,-1.8935483870967742,1.996774193548387,9.15877677464309,138.0412232253569,2.323088069813966,2.594629685575896,1.3851982509614038,NA,NA,NA,1957.5
1957,8,200.9,6.051612903225807,-0.6096774193548388,2.720967741935484,13.654863999759987,187.24513600024002,2.5198204604302603,2.5702814405006875,2.370790932478147,NA,NA,NA,1957.5833333333333
1957,9,18,9.176666666666666,0.08666666666666671,4.631666666666666,24.896716976659672,-6.896716976659672,-0.2890725617916491,2.3439303055389256,2.606424999925801,1.4833905368426483,NA,NA,1957.6666666666667
1957,10,25.8,12.570967741935483,0.012903225806451623,6.291935483870968,38.54751996831216,-12.747519968312158,-1.09653818880367,0.9927052327974194,2.2551975199212224,1.7473774096699297,NA,NA,1957.75
1957,11,20.9,18.03,3.79,10.91,68.99083635029511,-48.09083635029511,-2.071839013668856,-1.7549105852588274,1.2602205068559826,1.4865476837322487,NA,NA,1957.8333333333333
1957,12,16.5,17.829032258064515,6.3032258064516125,12.066129032258065,81.83244823554247,-65.33244823554247,-2.4470222819587417,-2.2429612646724273,-0.30928346998502926,1.0360359736787175,-0.8937140077565648,NA,1957.9166666666667
1958,1,3.7,21.883870967741935,4.890322580645162,13.387096774193548,88.66760331901666,-84.96760331901666,-2.4009069850289957,-2.5193877373075195,-1.9065894018962675,0.07310891081486148,-0.9399485634104641,NA,1958
1958,2,23.8,22.86,5.542857142857143,14.201428571428572,78.68051590654281,-54.88051590654281,-1.8373871261676618,-2.9732894688835625,-2.4174036892761794,-1.2011060718924669,-0.8415010319864741,NA,1958.0833333333333
1958,5,184.29999999999998,8,-1.3814814814814815,3.3092592592592593,19.68439670100209,164.61560329899788,2.0730799128873856,-0.9638173591775228,-2.282515221913561,-0.8962139335163994,0.3370657103979274,NA,1958.3333333333333
1958,7,195.9,5.3375,2.1966666666666668,3.767083333333334,19.05760797492464,176.84239202507536,2.358382516381045,1.8093275441001104,-1.4820136187300954,-0.7652128703336238,1.3141338761366765,NA,1958.5
1958,8,86.6,6.693548387096774,-1.1870967741935483,2.7532258064516126,12.998688533813258,73.60131146618673,1.9901784792171855,2.689098648304145,0.13118539454441336,-1.2874282670202237,1.0613750057868858,NA,1958.5833333333333
1958,9,29.8,9.592307692307692,-1.21,4.191153846153846,17.5233373835518,12.2766626164482,1.2690886084879716,2.348104522313387,1.4012960994042178,-1.035974656242468,0.9142784252620844,NA,1958.6666666666667
1959,4,140.6,10.352941176470589,1.6724137931034482,6.012677484787019,26.243078146096973,114.35692185390302,2.208137406233725,2.2688865919061936,2.386712881552071,0.27521754402373394,0.8108646638826544,NA,1959.25
1959,5,81.3,9.751612903225807,1.0096774193548388,5.380645161290323,26.185565865743598,55.1144341342564,1.6945384213078216,2.106753979169588,2.6523023759517153,1.5636546018405266,0.12683159583397569,NA,1959.3333333333333
1959,6,30.3,7.8517241379310345,-0.6275862068965518,3.6120689655172415,19.63469353476669,10.66530646523331,0.15559336079599584,1.8779055197335643,2.5358860363859566,2.379190426507572,0.16455642779870197,NA,1959.4166666666667
1959,7,140.3,5.829032258064516,-1.2483870967741935,2.2903225806451615,14.68505739502195,125.61494260497807,0.9217631516618165,1.1403712309666971,2.0299778848525754,2.676972792167723,1.0200372628775753,NA,1959.5
1959,8,117.4,7.554838709677419,-1.4032258064516128,3.075806451612903,20.591631465222807,96.8083685347772,-0.10155332539300042,0.33987400424811537,1.7389248329154776,2.6452507354383132,1.5873801689711926,NA,1959.5833333333333
1959,9,103.4,9.333333333333334,-1.1233333333333333,4.105,29.22538260636417,74.17461739363583,-0.3320737993452079,0.06735338445905997,1.3633158632824536,2.4120140701142923,1.9142859417061373,0.9554237479824782,1959.6666666666667
1959,10,62.6,11.616129032258064,1.4064516129032258,6.511290322580645,44.54957126902268,18.050428730977323,-1.1149494444583574,-0.8983526325584988,0.0552522695282258,1.6919949740075337,2.2390605988721095,1.2395955651992312,1959.75
1959,11,3.8000000000000003,17.383333333333333,3.2333333333333334,10.308333333333334,57.94159260065704,-54.14159260065704,-1.8202553781802568,-1.4969930622802132,-0.9082196494723419,0.5686072386211195,2.375963173620379,1.2753938380628551,1959.8333333333333
1959,12,0.7,21.545161290322582,5.97741935483871,13.761290322580646,76.76705970998574,-76.06705970998574,-2.0597535888273226,-2.1020922432503277,-1.3236297524258456,-0.07641457528891064,1.6187378850902139,1.2885064440044647,1959.9166666666667
1960,1,35.8,23.732258064516127,7.267741935483871,15.5,73.57437053622978,-37.77437053622978,-0.5258261301482932,-1.9511407518303798,-1.7878059178956993,-0.9920423858556793,0.511730996326776,1.2462305273647858,1960
1960,2,16.1,23.055172413793102,5.2,14.12758620689655,61.96382183106886,-45.86382183106886,-0.4465386698504514,-1.606495221046443,-1.9555034525907626,-1.4241916554003513,-0.07652122581774555,0.7288915581922294,1960.0833333333333
1960,3,22.599999999999998,20.97,5.858064516129033,13.414032258064516,53.22160752097497,-30.621607520974973,0.2210257485727403,-0.5794722379453295,-2.0229576910714657,-1.4599566313432926,-0.2641950236105158,0.4035228916030633,1960.1666666666667
1960,4,83.4,15.330769230769231,1.95,8.640384615384615,37.101199800234184,46.29880019976582,1.7367071420992026,1.0086550145244242,-1.1119182411391737,-1.4240186376991784,-0.6389531660048724,0.10197389619212319,1960.25
